ID,Tên sách,Tác giả,Nhà xuất bản,Giá,Giá gốc,Giảm giá,Phần trăm giảm,Đánh giá,Số lượt đánh giá
698,Atomic Habits,Nguyễn Ngọc Tư,NXB Trẻ,214770.0,311261,96491.0,31,3.2,6948
699,Muôn Kiếp Nhân Sinh,James Clear,NXB Kim Đồng,233445.0,466890,233445.0,50,3.7,5172
700,Atomic Habits,James Clear,NXB Tổng Hợp TP.HCM,247764.0,419939,172175.0,41,3.5,12707
701,Think and Grow Rich,Nguyễn Nhật Ánh,NXB Thế Giới,120795.0,127153,6358.0,5,4.7,12464
702,Hoàng Tử Bé,Nguyễn Nhật Ánh,NXB Thế Giới,65168.0,116372,51204.0,44,4.6,13952
703,Sherlock Holmes,Nguyễn Nhật Ánh,NXB Thế Giới,135479.0,265646,130167.0,49,3.6,10287
704,Cây Cam Ngọt Của Tôi,Nguyễn Ngọc Tư,NXB Phụ Nữ Việt Nam,481550.0,486414,4864.0,1,4.9,12447
705,Cây Cam Ngọt Của Tôi,Nguyễn Ngọc Tư,NXB Kim Đồng,140041.0,200059,60018.0,30,4.1,13078
706,Hoàng Tử Bé,Tony Buổi Sáng,NXB Kim Đồng,364089.0,413737,49648.0,12,4.0,2321
707,Dế Mèn Phiêu Lưu Ký,Nguyễn Ngọc Tư,NXB Tổng Hợp TP.HCM,41147.0,48984,7837.0,16,4.9,4094
708,Think and Grow Rich,Robin Sharma,NXB Tổng Hợp TP.HCM,230563.0,247917,17354.0,7,4.8,16802
709,Cây Cam Ngọt Của Tôi,Tony Buổi Sáng,NXB Lao Động,193194.0,222062,28868.0,13,3.2,3637
710,Harry Potter,Tony Buổi Sáng,NXB Lao Động,190223.0,229184,38961.0,17,3.3,14164
711,Atomic Habits,Victor Hugo,NXB Thế Giới,163099.0,203874,40775.0,20,3.7,8542
712,Những Người Khốn Khổ,James Clear,NXB Văn Học,84230.0,94640,10410.0,11,4.0,12690
713,Atomic Habits,James Clear,NXB Tổng Hợp TP.HCM,255278.0,447856,192578.0,43,4.2,6172
714,Cây Cam Ngọt Của Tôi,Nguyễn Ngọc Tư,NXB Kim Đồng,286571.0,454875,168304.0,37,3.3,855
715,Nhà Giả Kim,Robin Sharma,NXB Kim Đồng,200163.0,253371,53208.0,21,3.2,18434
716,Dế Mèn Phiêu Lưu Ký,Nguyễn Ngọc Tư,NXB Tổng Hợp TP.HCM,209874.0,246911,37037.0,15,3.8,13487
717,Sherlock Holmes,Paulo Coelho,NXB Trẻ,140372.0,157721,17349.0,11,4.4,14654
718,Nhà Giả Kim,Nguyễn Ngọc Tư,NXB Kim Đồng,24519.0,49037,24518.0,50,3.6,5400
719,Dế Mèn Phiêu Lưu Ký,J.K. Rowling,NXB Phụ Nữ Việt Nam,491793.0,491793,0.0,0,4.8,1899
720,Sherlock Holmes,Paulo Coelho,NXB Tổng Hợp TP.HCM,290396.0,358513,68117.0,19,3.4,14103
721,Nhà Giả Kim,Antoine de Saint-Exupéry,NXB Tổng Hợp TP.HCM,153066.0,168204,15138.0,9,4.0,5832
722,Tuổi Trẻ Đáng Giá Bao Nhiêu,Robin Sharma,NXB Lao Động,75826.0,137865,62039.0,45,4.8,18692
723,Deep Work,Dale Carnegie,NXB Trẻ,237180.0,239576,2396.0,1,3.3,13772
724,Dế Mèn Phiêu Lưu Ký,James Clear,NXB Lao Động,93170.0,98074,4904.0,5,4.7,11860
725,Những Người Khốn Khổ,J.K. Rowling,NXB Lao Động,104568.0,183453,78885.0,43,4.4,2067
726,Nhà Giả Kim,Robin Sharma,NXB Lao Động,347665.0,399615,51950.0,13,3.3,14945
727,Đắc Nhân Tâm,Dale Carnegie,NXB Văn Học,140591.0,238289,97698.0,41,4.3,3349
728,Harry Potter,Dale Carnegie,NXB Phụ Nữ Việt Nam,380288.0,408912,28624.0,7,5.0,14659
729,Không Gia Đình,J.K. Rowling,NXB Tổng Hợp TP.HCM,249712.0,356731,107019.0,30,4.6,16682
730,Những Người Khốn Khổ,Nguyễn Ngọc Tư,NXB Thế Giới,289314.0,438354,149040.0,34,4.6,3339
731,Think and Grow Rich,Nguyễn Ngọc Tư,NXB Phụ Nữ Việt Nam,424631.0,442324,17693.0,4,4.0,4210
732,Những Người Khốn Khổ,Dale Carnegie,NXB Trẻ,209298.0,240572,31274.0,13,4.6,18937
733,Đắc Nhân Tâm,Antoine de Saint-Exupéry,NXB Kim Đồng,262052.0,459741,197689.0,43,4.8,9628
734,Harry Potter,Nguyễn Nhật Ánh,NXB Văn Học,120430.0,185277,64847.0,35,3.5,12696
735,Deep Work,Nguyễn Nhật Ánh,NXB Trẻ,171149.0,276047,104898.0,38,4.4,17006
736,Những Người Khốn Khổ,Tony Buổi Sáng,NXB Tổng Hợp TP.HCM,123738.0,128894,5156.0,4,4.9,16609
737,Không Gia Đình,Dale Carnegie,NXB Văn Học,305586.0,456099,150513.0,33,3.1,5741
738,Nhà Giả Kim,James Clear,NXB Lao Động,278078.0,370770,92692.0,25,3.2,13121
739,Đắc Nhân Tâm,Nguyễn Nhật Ánh,NXB Phụ Nữ Việt Nam,263306.0,360693,97387.0,27,4.7,19533
740,Muôn Kiếp Nhân Sinh,Victor Hugo,NXB Kim Đồng,159212.0,187308,28096.0,15,4.1,19241
741,Harry Potter,James Clear,NXB Tổng Hợp TP.HCM,233838.0,295997,62159.0,21,3.7,19117
742,Deep Work,Robin Sharma,NXB Tổng Hợp TP.HCM,262274.0,282015,19741.0,7,4.0,11960
743,Hoàng Tử Bé,Antoine de Saint-Exupéry,NXB Thế Giới,167359.0,209199,41840.0,20,3.1,18158
744,Sherlock Holmes,Robin Sharma,NXB Trẻ,320409.0,416115,95706.0,23,3.2,8868
745,Muôn Kiếp Nhân Sinh,J.K. Rowling,NXB Lao Động,286586.0,392584,105998.0,27,3.1,19188
746,Nhà Giả Kim,Robin Sharma,NXB Văn Học,250636.0,410879,160243.0,39,3.1,2656
747,Deep Work,Nguyễn Ngọc Tư,NXB Kim Đồng,137356.0,159716,22360.0,14,3.0,241
748,Dế Mèn Phiêu Lưu Ký,J.K. Rowling,NXB Trẻ,219444.0,337606,118162.0,35,4.0,19475
749,Không Gia Đình,Tony Buổi Sáng,NXB Trẻ,313678.0,454606,140928.0,31,4.6,2492
750,The Psychology of Money,Dale Carnegie,NXB Trẻ,306898.0,340998,34100.0,10,3.1,4070
751,Deep Work,Victor Hugo,NXB Phụ Nữ Việt Nam,278519.0,357075,78556.0,22,4.8,18961
752,Muôn Kiếp Nhân Sinh,Dale Carnegie,NXB Lao Động,171136.0,198995,27859.0,14,4.0,8565
753,Những Người Khốn Khổ,Tony Buổi Sáng,NXB Văn Học,198288.0,305059,106771.0,35,3.1,841
754,Cây Cam Ngọt Của Tôi,Paulo Coelho,NXB Thế Giới,245058.0,437603,192545.0,44,4.9,13331
755,Cây Cam Ngọt Của Tôi,Victor Hugo,NXB Tổng Hợp TP.HCM,209399.0,232666,23267.0,10,3.2,7214
756,Harry Potter,J.K. Rowling,NXB Tổng Hợp TP.HCM,66533.0,110888,44355.0,40,4.6,12396
757,Muôn Kiếp Nhân Sinh,Victor Hugo,NXB Phụ Nữ Việt Nam,79127.0,138820,59693.0,43,3.8,19427
758,Deep Work,Victor Hugo,NXB Trẻ,143550.0,166919,23369.0,14,3.8,14743
759,Tuổi Trẻ Đáng Giá Bao Nhiêu,Antoine de Saint-Exupéry,NXB Thế Giới,171205.0,323028,151823.0,47,4.1,2122
760,Không Gia Đình,Dale Carnegie,NXB Trẻ,406023.0,422941,16918.0,4,3.3,17478
761,Không Gia Đình,Dale Carnegie,NXB Văn Học,242238.0,384505,142267.0,37,4.0,8882
762,Không Gia Đình,Paulo Coelho,NXB Lao Động,264236.0,281102,16866.0,6,5.0,19008
763,Cây Cam Ngọt Của Tôi,Nguyễn Ngọc Tư,NXB Kim Đồng,272635.0,373472,100837.0,27,4.7,4690
764,The Psychology of Money,Tony Buổi Sáng,NXB Lao Động,177236.0,253194,75958.0,30,3.5,7646
765,Dế Mèn Phiêu Lưu Ký,James Clear,NXB Lao Động,290866.0,350441,59575.0,17,4.6,11479
766,Đắc Nhân Tâm,Victor Hugo,NXB Văn Học,57186.0,75245,18059.0,24,3.5,6831
767,Think and Grow Rich,Antoine de Saint-Exupéry,NXB Phụ Nữ Việt Nam,91027.0,97879,6852.0,7,4.7,6060
768,Cây Cam Ngọt Của Tôi,Victor Hugo,NXB Thế Giới,280254.0,295004,14750.0,5,3.4,18488
769,Không Gia Đình,Dale Carnegie,NXB Văn Học,88100.0,169424,81324.0,48,4.3,10118
770,Harry Potter,Dale Carnegie,NXB Lao Động,254532.0,299450,44918.0,15,4.6,10216
771,Sherlock Holmes,Victor Hugo,NXB Trẻ,115138.0,147613,32475.0,22,4.9,16921
772,Muôn Kiếp Nhân Sinh,Paulo Coelho,NXB Trẻ,246003.0,270333,24330.0,9,4.8,2847
773,Đắc Nhân Tâm,Nguyễn Nhật Ánh,NXB Trẻ,87229.0,158599,71370.0,45,3.4,10953
774,Những Người Khốn Khổ,Antoine de Saint-Exupéry,NXB Tổng Hợp TP.HCM,39446.0,59766,20320.0,34,4.5,16688
775,Deep Work,James Clear,NXB Văn Học,119266.0,212975,93709.0,44,4.4,6673
776,Không Gia Đình,Paulo Coelho,NXB Phụ Nữ Việt Nam,161218.0,161218,0.0,0,4.3,11540
777,Tuổi Trẻ Đáng Giá Bao Nhiêu,Victor Hugo,NXB Trẻ,337910.0,344806,6896.0,2,3.4,16539
778,The Psychology of Money,Dale Carnegie,NXB Phụ Nữ Việt Nam,56941.0,66210,9269.0,14,4.7,9220
779,Đắc Nhân Tâm,Dale Carnegie,NXB Lao Động,72015.0,101429,29414.0,29,4.8,9518
780,Cây Cam Ngọt Của Tôi,Nguyễn Ngọc Tư,NXB Kim Đồng,162943.0,254598,91655.0,36,3.4,8705
781,Sherlock Holmes,Victor Hugo,NXB Phụ Nữ Việt Nam,83666.0,119523,35857.0,30,3.1,5132
782,Đắc Nhân Tâm,James Clear,NXB Lao Động,291626.0,478075,186449.0,39,4.7,1900
783,Tuổi Trẻ Đáng Giá Bao Nhiêu,Nguyễn Nhật Ánh,NXB Kim Đồng,50323.0,67097,16774.0,25,4.3,5990
784,Đắc Nhân Tâm,Paulo Coelho,NXB Phụ Nữ Việt Nam,204135.0,234638,30503.0,13,3.3,10566
785,Harry Potter,Paulo Coelho,NXB Phụ Nữ Việt Nam,123202.0,154003,30801.0,20,3.5,4793
786,Những Người Khốn Khổ,Victor Hugo,NXB Phụ Nữ Việt Nam,131848.0,141772,9924.0,7,3.7,14676
787,Nhà Giả Kim,Paulo Coelho,NXB Thế Giới,323237.0,442790,119553.0,27,4.5,9451
788,Nhà Giả Kim,Nguyễn Ngọc Tư,NXB Thế Giới,126317.0,130224,3907.0,3,5.0,9260
789,Không Gia Đình,Nguyễn Nhật Ánh,NXB Tổng Hợp TP.HCM,405306.0,435813,30507.0,7,3.3,15369
790,Dế Mèn Phiêu Lưu Ký,J.K. Rowling,NXB Tổng Hợp TP.HCM,115917.0,156645,40728.0,26,4.6,13739
791,Tuổi Trẻ Đáng Giá Bao Nhiêu,Robin Sharma,NXB Trẻ,191014.0,254686,63672.0,25,3.9,15708
792,Tuổi Trẻ Đáng Giá Bao Nhiêu,Antoine de Saint-Exupéry,NXB Trẻ,401700.0,431936,30236.0,7,3.4,392
793,Muôn Kiếp Nhân Sinh,Nguyễn Ngọc Tư,NXB Kim Đồng,108452.0,177790,69338.0,39,3.3,442
794,Harry Potter,Nguyễn Nhật Ánh,NXB Kim Đồng,219135.0,438270,219135.0,50,4.6,17597
795,Nhà Giả Kim,Paulo Coelho,NXB Thế Giới,194868.0,286570,91702.0,32,3.6,10047
796,Muôn Kiếp Nhân Sinh,Antoine de Saint-Exupéry,NXB Thế Giới,144603.0,229529,84926.0,37,4.8,15349
797,Hoàng Tử Bé,Tony Buổi Sáng,NXB Văn Học,236348.0,265560,29212.0,11,4.0,7848
798,Không Gia Đình,James Clear,NXB Trẻ,164593.0,222423,57830.0,26,4.3,6842
799,Think and Grow Rich,Robin Sharma,NXB Văn Học,38066.0,60422,22356.0,37,4.1,204
800,Deep Work,Paulo Coelho,NXB Văn Học,114453.0,117993,3540.0,3,3.4,9973
801,Sherlock Holmes,J.K. Rowling,NXB Tổng Hợp TP.HCM,293283.0,308719,15436.0,5,3.6,16236
802,Tuổi Trẻ Đáng Giá Bao Nhiêu,J.K. Rowling,NXB Tổng Hợp TP.HCM,298185.0,402953,104768.0,26,4.4,2861
803,Đắc Nhân Tâm,Robin Sharma,NXB Thế Giới,262626.0,486344,223718.0,46,3.5,14165
804,Hoàng Tử Bé,Nguyễn Ngọc Tư,NXB Thế Giới,99253.0,165422,66169.0,40,4.3,6791
805,Harry Potter,Antoine de Saint-Exupéry,NXB Văn Học,87847.0,98704,10857.0,11,3.1,12365
806,Cây Cam Ngọt Của Tôi,Nguyễn Ngọc Tư,NXB Văn Học,45096.0,60940,15844.0,26,4.3,4598
807,Harry Potter,Victor Hugo,NXB Văn Học,88580.0,138407,49827.0,36,3.2,9481
808,Tuổi Trẻ Đáng Giá Bao Nhiêu,Nguyễn Ngọc Tư,NXB Thế Giới,47769.0,66346,18577.0,28,4.1,13724
809,Deep Work,Nguyễn Nhật Ánh,NXB Tổng Hợp TP.HCM,94010.0,110600,16590.0,15,3.1,19013
810,Tuổi Trẻ Đáng Giá Bao Nhiêu,Nguyễn Nhật Ánh,NXB Thế Giới,152790.0,154333,1543.0,1,4.8,19017
811,Đắc Nhân Tâm,Dale Carnegie,NXB Văn Học,285545.0,402176,116631.0,29,3.8,5354
812,Muôn Kiếp Nhân Sinh,Nguyễn Nhật Ánh,NXB Kim Đồng,335356.0,441258,105902.0,24,4.7,9435
813,Think and Grow Rich,Victor Hugo,NXB Lao Động,60959.0,64167,3208.0,5,3.7,12050
814,Đắc Nhân Tâm,Paulo Coelho,NXB Kim Đồng,489879.0,499877,9998.0,2,3.5,19107
815,Nhà Giả Kim,Dale Carnegie,NXB Tổng Hợp TP.HCM,223684.0,257108,33424.0,13,4.3,483
816,Không Gia Đình,Robin Sharma,NXB Phụ Nữ Việt Nam,210251.0,339114,128863.0,38,3.8,17256
817,Harry Potter,Robin Sharma,NXB Kim Đồng,336344.0,494624,158280.0,32,3.6,815
818,Không Gia Đình,Tony Buổi Sáng,NXB Văn Học,242329.0,252426,10097.0,4,3.5,6710
819,Cây Cam Ngọt Của Tôi,Robin Sharma,NXB Thế Giới,236371.0,281394,45023.0,16,4.2,2537
820,Không Gia Đình,James Clear,NXB Kim Đồng,53778.0,91149,37371.0,41,4.7,7642
821,Dế Mèn Phiêu Lưu Ký,J.K. Rowling,NXB Kim Đồng,182272.0,276170,93898.0,34,4.3,1316
822,Deep Work,Nguyễn Ngọc Tư,NXB Phụ Nữ Việt Nam,266059.0,292373,26314.0,9,3.7,12938
823,Deep Work,Paulo Coelho,NXB Lao Động,451632.0,460849,9217.0,2,4.4,7557
824,Sherlock Holmes,Robin Sharma,NXB Lao Động,20318.0,40636,20318.0,50,4.4,17599
825,Nhà Giả Kim,Nguyễn Nhật Ánh,NXB Phụ Nữ Việt Nam,153461.0,255769,102308.0,40,3.1,13013
826,Cây Cam Ngọt Của Tôi,J.K. Rowling,NXB Văn Học,174353.0,305883,131530.0,43,4.4,11241
827,Tuổi Trẻ Đáng Giá Bao Nhiêu,Antoine de Saint-Exupéry,NXB Tổng Hợp TP.HCM,94774.0,175507,80733.0,46,5.0,2396
828,Think and Grow Rich,Victor Hugo,NXB Kim Đồng,101119.0,126399,25280.0,20,3.4,875
829,Deep Work,James Clear,NXB Trẻ,270955.0,387079,116124.0,30,4.1,10789
830,Những Người Khốn Khổ,Robin Sharma,NXB Văn Học,287422.0,330370,42948.0,13,3.2,17177
831,Dế Mèn Phiêu Lưu Ký,Victor Hugo,NXB Lao Động,163358.0,206782,43424.0,21,3.0,4427
832,Không Gia Đình,Dale Carnegie,NXB Lao Động,273448.0,290902,17454.0,6,3.5,9721
833,Muôn Kiếp Nhân Sinh,Victor Hugo,NXB Lao Động,340880.0,420840,79960.0,19,3.5,2371
834,Dế Mèn Phiêu Lưu Ký,Antoine de Saint-Exupéry,NXB Phụ Nữ Việt Nam,202151.0,237825,35674.0,15,3.8,5640
835,Tuổi Trẻ Đáng Giá Bao Nhiêu,Robin Sharma,NXB Phụ Nữ Việt Nam,191986.0,319976,127990.0,40,3.1,18215
836,Nhà Giả Kim,Nguyễn Nhật Ánh,NXB Kim Đồng,41756.0,47450,5694.0,12,4.8,3832
837,Harry Potter,Robin Sharma,NXB Lao Động,39708.0,45641,5933.0,13,4.6,11681
838,Deep Work,Tony Buổi Sáng,NXB Trẻ,319029.0,370964,51935.0,14,4.9,6893
839,Atomic Habits,Antoine de Saint-Exupéry,NXB Văn Học,26708.0,52368,25660.0,49,4.8,5484
840,Không Gia Đình,Paulo Coelho,NXB Lao Động,261190.0,492811,231621.0,47,4.6,5999
841,Tuổi Trẻ Đáng Giá Bao Nhiêu,Nguyễn Ngọc Tư,NXB Kim Đồng,352008.0,463168,111160.0,24,4.9,9465
842,Think and Grow Rich,Robin Sharma,NXB Lao Động,211842.0,415376,203534.0,49,4.8,17595
843,Harry Potter,Victor Hugo,NXB Thế Giới,358113.0,385068,26955.0,7,3.5,13983
844,Không Gia Đình,Nguyễn Ngọc Tư,NXB Kim Đồng,282998.0,297893,14895.0,5,3.7,18127
845,Muôn Kiếp Nhân Sinh,Antoine de Saint-Exupéry,NXB Văn Học,131986.0,191284,59298.0,31,3.0,16797
846,Muôn Kiếp Nhân Sinh,Tony Buổi Sáng,NXB Văn Học,248184.0,318184,70000.0,22,4.1,6107
847,Dế Mèn Phiêu Lưu Ký,Tony Buổi Sáng,NXB Thế Giới,412760.0,458622,45862.0,10,4.5,12449
848,Atomic Habits,Dale Carnegie,NXB Kim Đồng,69329.0,126053,56724.0,45,3.6,17787
849,The Psychology of Money,Nguyễn Nhật Ánh,NXB Văn Học,258910.0,266918,8008.0,3,3.9,890
850,Không Gia Đình,Paulo Coelho,NXB Tổng Hợp TP.HCM,250340.0,439193,188853.0,43,4.7,810
851,Atomic Habits,Tony Buổi Sáng,NXB Phụ Nữ Việt Nam,178919.0,350822,171903.0,49,3.0,13614
852,Dế Mèn Phiêu Lưu Ký,Nguyễn Nhật Ánh,NXB Văn Học,315177.0,370797,55620.0,15,3.6,19554
853,Không Gia Đình,Robin Sharma,NXB Trẻ,300293.0,326405,26112.0,8,4.8,13100
854,Atomic Habits,J.K. Rowling,NXB Tổng Hợp TP.HCM,224843.0,255503,30660.0,12,3.7,4001
855,The Psychology of Money,Nguyễn Ngọc Tư,NXB Thế Giới,33009.0,37089,4080.0,11,4.7,15594
856,Think and Grow Rich,Paulo Coelho,NXB Lao Động,255554.0,319443,63889.0,20,3.9,3033
857,Đắc Nhân Tâm,Antoine de Saint-Exupéry,NXB Tổng Hợp TP.HCM,282174.0,297025,14851.0,5,3.1,11342
858,Tuổi Trẻ Đáng Giá Bao Nhiêu,Paulo Coelho,NXB Phụ Nữ Việt Nam,230130.0,302802,72672.0,24,3.3,535
859,The Psychology of Money,J.K. Rowling,NXB Trẻ,250929.0,306011,55082.0,18,5.0,5247
860,Tuổi Trẻ Đáng Giá Bao Nhiêu,Paulo Coelho,NXB Lao Động,355331.0,408426,53095.0,13,3.1,17622
861,Dế Mèn Phiêu Lưu Ký,Victor Hugo,NXB Phụ Nữ Việt Nam,187666.0,360896,173230.0,48,3.6,3327
862,The Psychology of Money,Nguyễn Nhật Ánh,NXB Thế Giới,262906.0,386626,123720.0,32,3.0,8152
863,Nhà Giả Kim,Robin Sharma,NXB Lao Động,193516.0,327993,134477.0,41,4.1,19581
864,Tuổi Trẻ Đáng Giá Bao Nhiêu,J.K. Rowling,NXB Thế Giới,89191.0,135138,45947.0,34,3.2,14311
865,Atomic Habits,Tony Buổi Sáng,NXB Lao Động,426121.0,453320,27199.0,6,3.7,11367
866,Deep Work,Paulo Coelho,NXB Văn Học,286813.0,377385,90572.0,24,3.0,6258
867,Sherlock Holmes,Nguyễn Ngọc Tư,NXB Phụ Nữ Việt Nam,382208.0,483807,101599.0,21,3.1,10626
868,Think and Grow Rich,J.K. Rowling,NXB Văn Học,121062.0,126106,5044.0,4,4.6,15658
869,Harry Potter,J.K. Rowling,NXB Kim Đồng,163575.0,286973,123398.0,43,4.4,15599
870,Atomic Habits,Robin Sharma,NXB Tổng Hợp TP.HCM,95360.0,190720,95360.0,50,4.3,121
871,Nhà Giả Kim,Robin Sharma,NXB Tổng Hợp TP.HCM,261430.0,443101,181671.0,41,4.7,15712
872,Tuổi Trẻ Đáng Giá Bao Nhiêu,J.K. Rowling,NXB Thế Giới,281192.0,299140,17948.0,6,3.2,13293
873,Think and Grow Rich,Nguyễn Nhật Ánh,NXB Lao Động,191032.0,198992,7960.0,4,3.0,5186
874,Atomic Habits,James Clear,NXB Văn Học,414169.0,431426,17257.0,4,4.5,3797
875,Cây Cam Ngọt Của Tôi,Nguyễn Nhật Ánh,NXB Phụ Nữ Việt Nam,237870.0,344739,106869.0,31,3.9,14360
876,Dế Mèn Phiêu Lưu Ký,J.K. Rowling,NXB Thế Giới,322590.0,488772,166182.0,34,4.7,2087
877,Atomic Habits,Dale Carnegie,NXB Tổng Hợp TP.HCM,23430.0,42600,19170.0,45,3.6,11579
878,Đắc Nhân Tâm,Tony Buổi Sáng,NXB Kim Đồng,58817.0,115327,56510.0,49,4.9,19518
879,Think and Grow Rich,Dale Carnegie,NXB Trẻ,41117.0,66317,25200.0,38,3.6,2634
880,Tuổi Trẻ Đáng Giá Bao Nhiêu,Nguyễn Ngọc Tư,NXB Trẻ,178091.0,291953,113862.0,39,4.8,10442
881,Think and Grow Rich,Victor Hugo,NXB Lao Động,90456.0,180912,90456.0,50,4.5,17472
882,Sherlock Holmes,Victor Hugo,NXB Phụ Nữ Việt Nam,270536.0,474624,204088.0,43,4.0,8827
883,The Psychology of Money,Antoine de Saint-Exupéry,NXB Lao Động,230817.0,334518,103701.0,31,3.4,16300
884,Deep Work,James Clear,NXB Lao Động,170802.0,244003,73201.0,30,4.5,15626
885,Những Người Khốn Khổ,Robin Sharma,NXB Trẻ,276647.0,359282,82635.0,23,4.0,16863
886,Những Người Khốn Khổ,Tony Buổi Sáng,NXB Lao Động,52665.0,77448,24783.0,32,3.5,15688
887,Tuổi Trẻ Đáng Giá Bao Nhiêu,Victor Hugo,NXB Tổng Hợp TP.HCM,313473.0,401889,88416.0,22,4.1,13113
888,The Psychology of Money,Tony Buổi Sáng,NXB Tổng Hợp TP.HCM,322228.0,480937,158709.0,33,5.0,13105
889,Muôn Kiếp Nhân Sinh,J.K. Rowling,NXB Tổng Hợp TP.HCM,276774.0,304147,27373.0,9,3.7,1723
890,Atomic Habits,Dale Carnegie,NXB Trẻ,306395.0,378266,71871.0,19,4.4,18056
891,Đắc Nhân Tâm,Tony Buổi Sáng,NXB Phụ Nữ Việt Nam,88568.0,112112,23544.0,21,4.8,10538
892,Atomic Habits,Robin Sharma,NXB Phụ Nữ Việt Nam,48218.0,83134,34916.0,42,3.6,15498
893,Đắc Nhân Tâm,Nguyễn Ngọc Tư,NXB Thế Giới,118463.0,236926,118463.0,50,4.9,2244
894,Sherlock Holmes,Tony Buổi Sáng,NXB Văn Học,36870.0,54221,17351.0,32,3.4,6597
895,Hoàng Tử Bé,Antoine de Saint-Exupéry,NXB Tổng Hợp TP.HCM,275619.0,344524,68905.0,20,4.9,9462
896,Không Gia Đình,Robin Sharma,NXB Trẻ,239751.0,255054,15303.0,6,3.6,2644
897,Những Người Khốn Khổ,J.K. Rowling,NXB Phụ Nữ Việt Nam,303546.0,489590,186044.0,38,4.6,10794
898,Think and Grow Rich,Dale Carnegie,NXB Phụ Nữ Việt Nam,70660.0,112159,41499.0,37,3.6,8746
899,The Psychology of Money,Robin Sharma,NXB Trẻ,82540.0,139899,57359.0,41,4.4,8936
900,Đắc Nhân Tâm,Antoine de Saint-Exupéry,NXB Phụ Nữ Việt Nam,344405.0,378467,34062.0,9,4.2,14645
901,Dế Mèn Phiêu Lưu Ký,James Clear,NXB Trẻ,97817.0,137770,39953.0,29,3.9,19084
902,Think and Grow Rich,Tony Buổi Sáng,NXB Tổng Hợp TP.HCM,208132.0,378422,170290.0,45,4.5,17991
903,Nhà Giả Kim,Tony Buổi Sáng,NXB Phụ Nữ Việt Nam,104828.0,209656,104828.0,50,4.3,17165
904,Không Gia Đình,Nguyễn Nhật Ánh,NXB Trẻ,193481.0,272508,79027.0,29,4.2,16062
905,Hoàng Tử Bé,J.K. Rowling,NXB Tổng Hợp TP.HCM,271049.0,282343,11294.0,4,4.4,19548
906,The Psychology of Money,Tony Buổi Sáng,NXB Phụ Nữ Việt Nam,39259.0,55294,16035.0,29,3.4,13560
907,Deep Work,Paulo Coelho,NXB Trẻ,177630.0,355260,177630.0,50,4.6,12703
908,Tuổi Trẻ Đáng Giá Bao Nhiêu,Paulo Coelho,NXB Lao Động,135192.0,265083,129891.0,49,4.7,9498
909,Think and Grow Rich,Victor Hugo,NXB Văn Học,224737.0,307859,83122.0,27,4.4,3103
910,Atomic Habits,James Clear,NXB Kim Đồng,27663.0,47695,20032.0,42,5.0,8341
911,Nhà Giả Kim,Nguyễn Nhật Ánh,NXB Phụ Nữ Việt Nam,135743.0,174029,38286.0,22,4.9,19567
912,Sherlock Holmes,Victor Hugo,NXB Trẻ,332729.0,432116,99387.0,23,4.4,2541
913,The Psychology of Money,Tony Buổi Sáng,NXB Tổng Hợp TP.HCM,47988.0,74981,26993.0,36,4.6,6511
914,Đắc Nhân Tâm,Tony Buổi Sáng,NXB Tổng Hợp TP.HCM,124747.0,239899,115152.0,48,4.3,12632
915,The Psychology of Money,Tony Buổi Sáng,NXB Lao Động,140757.0,175946,35189.0,20,3.7,7761
916,Dế Mèn Phiêu Lưu Ký,Robin Sharma,NXB Lao Động,68078.0,115387,47309.0,41,3.2,14537
917,Nhà Giả Kim,James Clear,NXB Thế Giới,25898.0,31973,6075.0,19,3.5,3188
918,Sherlock Holmes,Victor Hugo,NXB Trẻ,157510.0,262516,105006.0,40,4.6,7974
919,Nhà Giả Kim,Nguyễn Ngọc Tư,NXB Lao Động,77228.0,107261,30033.0,28,5.0,6269
920,The Psychology of Money,Antoine de Saint-Exupéry,NXB Văn Học,221755.0,363532,141777.0,39,3.5,6081
921,Nhà Giả Kim,Tony Buổi Sáng,NXB Kim Đồng,171148.0,255445,84297.0,33,3.6,2001
922,Không Gia Đình,J.K. Rowling,NXB Trẻ,39421.0,54751,15330.0,28,4.5,16873
923,Cây Cam Ngọt Của Tôi,Paulo Coelho,NXB Kim Đồng,114828.0,135092,20264.0,15,4.6,19851
924,Deep Work,James Clear,NXB Lao Động,388759.0,396693,7934.0,2,4.2,11746
925,Tuổi Trẻ Đáng Giá Bao Nhiêu,Robin Sharma,NXB Kim Đồng,450815.0,495401,44586.0,9,3.0,6882
926,Think and Grow Rich,Tony Buổi Sáng,NXB Lao Động,124443.0,248886,124443.0,50,4.8,3016
927,Những Người Khốn Khổ,Tony Buổi Sáng,NXB Tổng Hợp TP.HCM,430346.0,448277,17931.0,4,3.7,12344
928,Think and Grow Rich,Tony Buổi Sáng,NXB Trẻ,264915.0,401387,136472.0,34,3.2,19687
929,Những Người Khốn Khổ,Tony Buổi Sáng,NXB Văn Học,60613.0,63139,2526.0,4,4.8,12122
930,Think and Grow Rich,Dale Carnegie,NXB Thế Giới,293599.0,358048,64449.0,18,4.4,12139
931,Đắc Nhân Tâm,Paulo Coelho,NXB Kim Đồng,265553.0,379361,113808.0,30,4.8,6325
